RM1,RM2,RT1,RT2,T,VM1,VM2,AM1,AM2
19504.1,8831.96,33010,10000,6.99,2762.62,286.063,-3.80889,44.0237
19531.8,8834.82,33000,10000,7,2762.58,286.501,-3.78885,43.7773
19559.4,8837.69,32990,10000,7.01,2762.54,286.936,-3.76885,43.5316
19587,8840.57,32980,10000,7.02,2762.51,287.369,-3.74889,43.2866
19614.6,8843.44,32970,10000,7.03,2762.47,287.799,-3.72897,43.0423
19642.3,8846.33,32960,10000,7.04,2762.43,288.227,-3.70909,42.7986
19669.9,8849.21,32950,10000,7.05,2762.4,288.653,-3.68924,42.5557
19697.5,8852.1,32940,10000,7.06,2762.36,289.076,-3.66944,42.3135
19725.1,8855,32930,10000,7.07,2762.32,289.497,-3.64967,42.0719
19752.8,8857.9,32920,10000,7.08,2762.29,289.915,-3.62995,41.831
19780.4,8860.8,32910,10000,7.09,2762.25,290.331,-3.61026,41.5909
19808,8863.71,32900,10000,7.1,2762.21,290.745,-3.59062,41.3514
19835.6,8866.62,32890,10000,7.11,2762.18,291.156,-3.57101,41.1126
19863.3,8869.53,32880,10000,7.12,2762.14,291.564,-3.55145,40.8745
19890.9,8872.45,32870,10000,7.13,2762.11,291.971,-3.53193,40.6372
19918.5,8875.38,32860,10000,7.14,2762.07,292.375,-3.51245,40.4005
19946.1,8878.31,32850,10000,7.15,2762.04,292.776,-3.493,40.1644
19973.7,8881.24,32840,10000,7.16,2762,293.176,-3.47361,39.9291
20001.4,8884.17,32830,10000,7.17,2761.97,293.573,-3.45425,39.6945
20029,8887.11,32820,10000,7.18,2761.93,293.967,-3.43493,39.4606
20056.6,8890.06,32810,10000,7.19,2761.9,294.36,-3.41566,39.2273
20084.2,8893,32800,10000,7.2,2761.87,294.749,-3.39642,38.9948
20111.8,8895.96,32790,10000,7.21,2761.83,295.137,-3.37723,38.7629
20139.4,8898.91,32780,10000,7.22,2761.8,295.522,-3.35809,38.5318
20167.1,8901.87,32770,10000,7.23,2761.76,295.905,-3.33898,38.3013
20194.7,8904.83,32760,10000,7.24,2761.73,296.286,-3.31992,38.0715
20222.3,8907.8,32750,10000,7.25,2761.7,296.665,-3.3009,37.8425
20249.9,8910.77,32740,10000,7.26,2761.67,297.041,-3.28192,37.6141
20277.5,8913.74,32730,10000,7.27,2761.63,297.415,-3.26299,37.3864
20305.1,8916.72,32720,10000,7.28,2761.6,297.786,-3.2441,37.1594
20332.8,8919.7,32710,10000,7.29,2761.57,298.156,-3.22525,36.9331
20360.4,8922.69,32700,10000,7.3,2761.54,298.523,-3.20645,36.7074
20388,8925.68,32690,10000,7.31,2761.5,298.887,-3.18769,36.4825
20415.6,8928.67,32680,10000,7.32,2761.47,299.25,-3.16898,36.2583
20443.2,8931.67,32670,10000,7.33,2761.44,299.61,-3.15031,36.0347
20470.8,8934.67,32660,10000,7.34,2761.41,299.968,-3.13168,35.8119
20498.5,8937.67,32650,10000,7.35,2761.38,300.324,-3.1131,35.5897
20526.1,8940.68,32640,10000,7.36,2761.35,300.678,-3.09456,35.3683
20553.7,8943.69,32630,10000,7.37,2761.32,301.03,-3.07607,35.1475
20581.3,8946.7,32620,10000,7.38,2761.29,301.379,-3.05763,34.9274
20608.9,8949.72,32610,10000,7.39,2761.26,301.726,-3.03923,34.708
20636.5,8952.74,32600,10000,7.4,2761.23,302.071,-3.02087,34.4893
20664.1,8955.76,32590,10000,7.41,2761.2,302.413,-3.00256,34.2713
20691.7,8958.79,32580,10000,7.42,2761.17,302.754,-2.9843,34.054
20719.4,8961.82,32570,10000,7.43,2761.14,303.092,-2.96608,33.8374
20747,8964.85,32560,10000,7.44,2761.11,303.429,-2.94791,33.6215
20774.6,8967.89,32550,10000,7.45,2761.08,303.763,-2.92978,33.4062
20802.2,8970.93,32540,10000,7.46,2761.05,304.095,-2.9117,33.1917
20829.8,8973.98,32530,10000,7.47,2761.02,304.424,-2.89367,32.9778
20857.4,8977.03,32520,10000,7.48,2760.99,304.752,-2.87568,32.7647
20885,8980.08,32510,10000,7.49,2760.96,305.078,-2.85774,32.5522
20912.6,8983.13,32500,10000,7.5,2760.93,305.401,-2.83985,32.3404
20940.2,8986.19,32490,10000,7.51,2760.91,305.722,-2.822,32.1293
20967.8,8989.25,32480,10000,7.52,2760.88,306.041,-2.8042,31.919
20995.4,8992.31,32470,10000,7.53,2760.85,306.359,-2.78645,31.7093
21023.1,8995.38,32460,10000,7.54,2760.82,306.674,-2.76875,31.5002
21050.7,8998.45,32450,10000,7.55,2760.79,306.986,-2.75109,31.2919
21078.3,9001.52,32440,10000,7.56,2760.77,307.297,-2.73348,31.0843
21105.9,9004.6,32430,10000,7.57,2760.74,307.606,-2.71592,30.8774
21133.5,9007.68,32420,10000,7.58,2760.71,307.913,-2.69841,30.6711
21161.1,9010.76,32410,10000,7.59,2760.69,308.217,-2.68095,30.4656
21188.7,9013.84,32400,10000,7.6,2760.66,308.52,-2.66353,30.2607
21216.3,9016.93,32390,10000,7.61,2760.63,308.821,-2.64617,30.0566
21243.9,9020.02,32380,10000,7.62,2760.61,309.119,-2.62885,29.8531
21271.5,9023.12,32370,10000,7.63,2760.58,309.416,-2.61158,29.6503
21299.1,9026.21,32360,10000,7.64,2760.55,309.71,-2.59436,29.4482
21326.7,9029.31,32350,10000,7.65,2760.53,310.003,-2.57719,29.2468
21354.3,9032.42,32340,10000,7.66,2760.5,310.293,-2.56006,29.0461
21381.9,9035.52,32330,10000,7.67,2760.48,310.582,-2.54299,28.8461
21409.5,9038.63,32320,10000,7.68,2760.45,310.868,-2.52597,28.6468
21437.1,9041.74,32310,10000,7.69,2760.43,311.152,-2.50899,28.4482
21464.8,9044.86,32300,10000,7.7,2760.4,311.435,-2.49207,28.2502
21492.4,9047.97,32290,10000,7.71,2760.38,311.715,-2.4752,28.053
21520,9051.09,32280,10000,7.72,2760.35,311.994,-2.45837,27.8564
21547.6,9054.22,32270,10000,7.73,2760.33,312.271,-2.4416,27.6606
21575.2,9057.34,32260,10000,7.74,2760.3,312.545,-2.42487,27.4654
21602.8,9060.47,32250,10000,7.75,2760.28,312.818,-2.4082,27.2709
21630.4,9063.6,32240,10000,7.76,2760.26,313.089,-2.39158,27.0771
21658,9066.74,32230,10000,7.77,2760.23,313.358,-2.37501,26.884
21685.6,9069.87,32220,10000,7.78,2760.21,313.625,-2.35848,26.6916
21713.2,9073.01,32210,10000,7.79,2760.19,313.89,-2.34201,26.4999
21740.8,9076.15,32200,10000,7.8,2760.16,314.153,-2.32559,26.3089
21768.4,9079.3,32190,10000,7.81,2760.14,314.414,-2.30923,26.1186
21796,9082.44,32180,10000,7.82,2760.12,314.673,-2.29291,25.9289
21823.6,9085.59,32170,10000,7.83,2760.09,314.931,-2.27664,25.74
21851.2,9088.74,32160,10000,7.84,2760.07,315.186,-2.26043,25.5518
21878.8,9091.9,32150,10000,7.85,2760.05,315.44,-2.24427,25.3642
21906.4,9095.06,32140,10000,7.86,2760.03,315.691,-2.22815,25.1773
21934,9098.21,32130,10000,7.87,2760,315.941,-2.21209,24.9911
21961.6,9101.38,32120,10000,7.88,2759.98,316.189,-2.19609,24.8057
21989.2,9104.54,32110,10000,7.89,2759.96,316.436,-2.18013,24.6209
22016.8,9107.71,32100,10000,7.9,2759.94,316.68,-2.16423,24.4368
22044.4,9110.88,32090,10000,7.91,2759.92,316.923,-2.14838,24.2533
22072,9114.05,32080,10000,7.92,2759.9,317.163,-2.13258,24.0706
22099.6,9117.22,32070,10000,7.93,2759.87,317.402,-2.11683,23.8886
22127.2,9120.4,32060,10000,7.94,2759.85,317.639,-2.10114,23.7073
22154.8,9123.58,32050,10000,7.95,2759.83,317.874,-2.0855,23.5266
22182.4,9126.76,32040,10000,7.96,2759.81,318.108,-2.06991,23.3466
22210,9129.94,32030,10000,7.97,2759.79,318.34,-2.05438,23.1674
22237.6,9133.13,32020,10000,7.98,2759.77,318.569,-2.03889,22.9888
22265.2,9136.32,32010,10000,7.99,2759.75,318.798,-2.02346,22.8109
22292.8,9139.51,32000,10000,8,2759.73,319.024,-2.00809,22.6337
22320.4,9142.7,31990,10000,8.01,2759.71,319.249,-1.99277,22.4572
22348,9145.89,31980,10000,8.02,2759.69,319.471,-1.9775,22.2814
22375.6,9149.09,31970,10000,8.03,2759.67,319.692,-1.96228,22.1063
22403.2,9152.29,31960,10000,8.04,2759.65,319.912,-1.94712,21.9319
22430.7,9155.49,31950,10000,8.05,2759.63,320.129,-1.93201,21.7582
22458.3,9158.69,31940,10000,8.06,2759.61,320.345,-1.91696,21.5851
22485.9,9161.9,31930,10000,8.07,2759.59,320.559,-1.90196,21.4128
22513.5,9165.11,31920,10000,8.08,2759.58,320.772,-1.88701,21.2411
22541.1,9168.32,31910,10000,8.09,2759.56,320.982,-1.87212,21.0701
22568.7,9171.53,31900,10000,8.1,2759.54,321.191,-1.85728,20.8999
22596.3,9174.74,31890,10000,8.11,2759.52,321.399,-1.8425,20.7303
22623.9,9177.96,31880,10000,8.12,2759.5,321.604,-1.82777,20.5614
22651.5,9181.18,31870,10000,8.13,2759.48,321.808,-1.8131,20.3932
22679.1,9184.4,31860,10000,8.14,2759.47,322.01,-1.79848,20.2257
22706.7,9187.62,31850,10000,8.15,2759.45,322.211,-1.78391,20.0589
22734.3,9190.84,31840,10000,8.16,2759.43,322.41,-1.7694,19.8927
22761.9,9194.07,31830,10000,8.17,2759.41,322.607,-1.75495,19.7273
22789.5,9197.3,31820,10000,8.18,2759.4,322.803,-1.74055,19.5625
22817.1,9200.53,31810,10000,8.19,2759.38,322.997,-1.7262,19.3985
22844.7,9203.76,31800,10000,8.2,2759.36,323.189,-1.71191,19.2351
22872.3,9206.99,31790,10000,8.21,2759.34,323.38,-1.69768,19.0725
22899.9,9210.23,31780,10000,8.22,2759.33,323.569,-1.6835,18.9105
22927.5,9213.47,31770,10000,8.23,2759.31,323.757,-1.66937,18.7492
22955,9216.71,31760,10000,8.24,2759.29,323.942,-1.6553,18.5886
22982.6,9219.95,31750,10000,8.25,2759.28,324.127,-1.64129,18.4287
23010.2,9223.19,31740,10000,8.26,2759.26,324.309,-1.62733,18.2695
23037.8,9226.44,31730,10000,8.27,2759.25,324.491,-1.61343,18.1109
23065.4,9229.68,31720,10000,8.28,2759.23,324.67,-1.59959,17.9531
23093,9232.93,31710,10000,8.29,2759.21,324.848,-1.5858,17.796
23120.6,9236.18,31700,10000,8.3,2759.2,325.024,-1.57206,17.6395
23148.2,9239.43,31690,10000,8.31,2759.18,325.199,-1.55838,17.4837
23175.8,9242.69,31680,10000,8.32,2759.17,325.373,-1.54476,17.3287
23203.4,9245.94,31670,10000,8.33,2759.15,325.544,-1.5312,17.1743
23231,9249.2,31660,10000,8.34,2759.14,325.714,-1.51769,17.0206
23258.6,9252.46,31650,10000,8.35,2759.12,325.883,-1.50424,16.8676
23286.1,9255.72,31640,10000,8.36,2759.11,326.05,-1.49084,16.7153
23313.7,9258.98,31630,10000,8.37,2759.09,326.216,-1.4775,16.5637
23341.3,9262.24,31620,10000,8.38,2759.08,326.38,-1.46422,16.4128
23368.9,9265.51,31610,10000,8.39,2759.06,326.543,-1.45099,16.2625
23396.5,9268.78,31600,10000,8.4,2759.05,326.704,-1.43782,16.113
23424.1,9272.05,31590,10000,8.41,2759.03,326.863,-1.42471,15.9642
23451.7,9275.32,31580,10000,8.42,2759.02,327.022,-1.41166,15.816
23479.3,9278.59,31570,10000,8.43,2759.01,327.178,-1.39866,15.6685
23506.9,9281.86,31560,10000,8.44,2758.99,327.334,-1.38572,15.5217
23534.5,9285.14,31550,10000,8.45,2758.98,327.487,-1.37283,15.3757
23562,9288.41,31540,10000,8.46,2758.96,327.64,-1.36001,15.2303
23589.6,9291.69,31530,10000,8.47,2758.95,327.79,-1.34724,15.0856
23617.2,9294.97,31520,10000,8.48,2758.94,327.94,-1.33452,14.9416
23644.8,9298.25,31510,10000,8.49,2758.92,328.088,-1.32187,14.7982
23672.4,9301.53,31500,10000,8.5,2758.91,328.234,-1.30927,14.6556
23700,9304.82,31490,10000,8.51,2758.9,328.38,-1.29673,14.5137
23727.6,9308.1,31480,10000,8.52,2758.89,328.523,-1.28425,14.3724
23755.2,9311.39,31470,10000,8.53,2758.87,328.666,-1.27183,14.2319
23782.8,9314.68,31460,10000,8.54,2758.86,328.807,-1.25946,14.092
23810.4,9317.97,31450,10000,8.55,2758.85,328.946,-1.24715,13.9528
23837.9,9321.26,31440,10000,8.56,2758.84,329.084,-1.2349,13.8143
23865.5,9324.55,31430,10000,8.57,2758.82,329.221,-1.22271,13.6765
23893.1,9327.84,31420,10000,8.58,2758.81,329.356,-1.21057,13.5394
23920.7,9331.14,31410,10000,8.59,2758.8,329.49,-1.19849,13.403
23948.3,9334.43,31400,10000,8.6,2758.79,329.623,-1.18648,13.2673
23975.9,9337.73,31390,10000,8.61,2758.78,329.754,-1.17451,13.1323
24003.5,9341.03,31380,10000,8.62,2758.76,329.884,-1.16261,12.9979
24031.1,9344.33,31370,10000,8.63,2758.75,330.013,-1.15077,12.8643
24058.6,9347.63,31360,10000,8.64,2758.74,330.14,-1.13898,12.7313
24086.2,9350.93,31350,10000,8.65,2758.73,330.266,-1.12726,12.5991
24113.8,9354.24,31340,10000,8.66,2758.72,330.391,-1.11559,12.4675
24141.4,9357.54,31330,10000,8.67,2758.71,330.514,-1.10398,12.3366
24169,9360.85,31320,10000,8.68,2758.7,330.636,-1.09243,12.2064
24196.6,9364.16,31310,10000,8.69,2758.69,330.757,-1.08093,12.0769
24224.2,9367.47,31300,10000,8.7,2758.67,330.877,-1.0695,11.9481
24251.8,9370.78,31290,10000,8.71,2758.66,330.995,-1.05812,11.82
24279.3,9374.09,31280,10000,8.72,2758.65,331.112,-1.04681,11.6925
24306.9,9377.4,31270,10000,8.73,2758.64,331.227,-1.03555,11.5658
24334.5,9380.71,31260,10000,8.74,2758.63,331.342,-1.02435,11.4397
24362.1,9384.03,31250,10000,8.75,2758.62,331.455,-1.01321,11.3144
24389.7,9387.34,31240,10000,8.76,2758.61,331.567,-1.00213,11.1897
24417.3,9390.66,31230,10000,8.77,2758.6,331.678,-0.99111,11.0657
24444.9,9393.98,31220,10000,8.78,2758.59,331.787,-0.980148,10.9425
24472.4,9397.3,31210,10000,8.79,2758.58,331.895,-0.969244,10.8199
24500,9400.62,31200,10000,8.8,2758.57,332.002,-0.958401,10.698
24527.6,9403.94,31190,10000,8.81,2758.56,332.108,-0.947616,10.5767
24555.2,9407.26,31180,10000,8.82,2758.56,332.212,-0.936891,10.4562
24582.8,9410.58,31170,10000,8.83,2758.55,332.316,-0.926225,10.3364
24610.4,9413.91,31160,10000,8.84,2758.54,332.418,-0.915619,10.2172
24638,9417.23,31150,10000,8.85,2758.53,332.519,-0.905072,10.0988
24665.5,9420.56,31140,10000,8.86,2758.52,332.619,-0.894585,9.98104
24693.1,9423.89,31130,10000,8.87,2758.51,332.717,-0.884157,9.86397
24720.7,9427.21,31120,10000,8.88,2758.5,332.815,-0.873789,9.74759
24748.3,9430.54,31110,10000,8.89,2758.49,332.911,-0.86348,9.63191
24775.9,9433.87,31100,10000,8.9,2758.48,333.006,-0.853231,9.51691
24803.5,9437.2,31090,10000,8.91,2758.48,333.1,-0.843042,9.40261
24831,9440.54,31080,10000,8.92,2758.47,333.193,-0.832913,9.28899
24858.6,9443.87,31070,10000,8.93,2758.46,333.285,-0.822844,9.17607
24886.2,9447.2,31060,10000,8.94,2758.45,333.376,-0.812834,9.06384
24913.8,9450.54,31050,10000,8.95,2758.44,333.465,-0.802885,8.9523
24941.4,9453.87,31040,10000,8.96,2758.43,333.554,-0.792995,8.84144
24969,9457.21,31030,10000,8.97,2758.43,333.641,-0.783166,8.73128
24996.6,9460.55,31020,10000,8.98,2758.42,333.727,-0.773396,8.62181
25024.1,9463.88,31010,10000,8.99,2758.41,333.812,-0.763687,8.51304
25051.7,9467.22,31000,10000,9,2758.4,333.896,-0.754038,8.40495
25079.3,9470.56,30990,10000,9.01,2758.4,333.979,-0.744448,8.29755
25106.9,9473.9,30980,10000,9.02,2758.39,334.061,-0.73492,8.19084
25134.5,9477.24,30970,10000,9.03,2758.38,334.142,-0.725451,8.08483
25162.1,9480.59,30960,10000,9.04,2758.37,334.222,-0.716042,7.9795
25189.6,9483.93,30950,10000,9.05,2758.37,334.301,-0.706694,7.87487
25217.2,9487.27,30940,10000,9.06,2758.36,334.378,-0.697407,7.77092
25244.8,9490.62,30930,10000,9.07,2758.35,334.455,-0.688179,7.66767
25272.4,9493.96,30920,10000,9.08,2758.35,334.531,-0.679012,7.56511
25300,9497.31,30910,10000,9.09,2758.34,334.605,-0.669906,7.46324
25327.6,9500.66,30900,10000,9.1,2758.33,334.679,-0.66086,7.36206
25355.1,9504,30890,10000,9.11,2758.33,334.752,-0.651874,7.26157
25382.7,9507.35,30880,10000,9.12,2758.32,334.823,-0.64295,7.16177
25410.3,9510.7,30870,10000,9.13,2758.31,334.894,-0.634085,7.06266
25437.9,9514.05,30860,10000,9.14,2758.31,334.963,-0.625282,6.96424
25465.5,9517.4,30850,10000,9.15,2758.3,335.032,-0.616539,6.86651
25493.1,9520.75,30840,10000,9.16,2758.3,335.1,-0.607856,6.76947
25520.6,9524.1,30830,10000,9.17,2758.29,335.167,-0.599235,6.67313
25548.2,9527.46,30820,10000,9.18,2758.28,335.232,-0.590674,6.57747
25575.8,9530.81,30810,10000,9.19,2758.28,335.297,-0.582174,6.48251
25603.4,9534.16,30800,10000,9.2,2758.27,335.361,-0.573734,6.38823
25631,9537.52,30790,10000,9.21,2758.27,335.424,-0.565356,6.29465
25658.6,9540.87,30780,10000,9.22,2758.26,335.486,-0.557038,6.20176
25686.1,9544.23,30770,10000,9.23,2758.26,335.547,-0.548782,6.10956
25713.7,9547.58,30760,10000,9.24,2758.25,335.607,-0.540586,6.01805
25741.3,9550.94,30750,10000,9.25,2758.25,335.667,-0.532451,5.92722
25768.9,9554.3,30740,10000,9.26,2758.24,335.725,-0.524377,5.83709
25796.5,9557.66,30730,10000,9.27,2758.23,335.782,-0.516364,5.74766
25824,9561.01,30720,10000,9.28,2758.23,335.839,-0.508413,5.65891
25851.6,9564.37,30710,10000,9.29,2758.22,335.895,-0.500522,5.57085
25879.2,9567.73,30700,10000,9.3,2758.22,335.949,-0.492692,5.48348
25906.8,9571.09,30690,10000,9.31,2758.21,336.003,-0.484924,5.3968
25934.4,9574.45,30680,10000,9.32,2758.21,336.057,-0.477216,5.31082
25962,9577.81,30670,10000,9.33,2758.21,336.109,-0.46957,5.22552
25989.5,9581.18,30660,10000,9.34,2758.2,336.16,-0.461985,5.14092
26017.1,9584.54,30650,10000,9.35,2758.2,336.211,-0.454461,5.057
26044.7,9587.9,30640,10000,9.36,2758.19,336.261,-0.446998,4.97378
26072.3,9591.26,30630,10000,9.37,2758.19,336.309,-0.439597,4.89125
26099.9,9594.63,30620,10000,9.38,2758.18,336.358,-0.432257,4.80941
26127.4,9597.99,30610,10000,9.39,2758.18,336.405,-0.424978,4.72825
26155,9601.36,30600,10000,9.4,2758.17,336.451,-0.417761,4.64779
26182.6,9604.72,30590,10000,9.41,2758.17,336.497,-0.410604,4.56802
26210.2,9608.09,30580,10000,9.42,2758.17,336.542,-0.40351,4.48894
26237.8,9611.45,30570,10000,9.43,2758.16,336.586,-0.396476,4.41055
26265.4,9614.82,30560,10000,9.44,2758.16,336.629,-0.389504,4.33286
26292.9,9618.18,30550,10000,9.45,2758.15,336.672,-0.382594,4.25585
26320.5,9621.55,30540,10000,9.46,2758.15,336.714,-0.375744,4.17953
26348.1,9624.92,30530,10000,9.47,2758.15,336.755,-0.368957,4.1039
26375.7,9628.29,30520,10000,9.48,2758.14,336.795,-0.36223,4.02897
26403.3,9631.66,30510,10000,9.49,2758.14,336.835,-0.355566,3.95472
26430.8,9635.02,30500,10000,9.5,2758.14,336.873,-0.348962,3.88117
26458.4,9638.39,30490,10000,9.51,2758.13,336.911,-0.342421,3.8083
26486,9641.76,30480,10000,9.52,2758.13,336.949,-0.335941,3.73613
26513.6,9645.13,30470,10000,9.53,2758.13,336.985,-0.329522,3.66465
26541.2,9648.5,30460,10000,9.54,2758.12,337.021,-0.323165,3.59386
26568.8,9651.87,30450,10000,9.55,2758.12,337.057,-0.31687,3.52375
26596.3,9655.24,30440,10000,9.56,2758.12,337.091,-0.310636,3.45434
26623.9,9658.62,30430,10000,9.57,2758.11,337.125,-0.304464,3.38562
26651.5,9661.99,30420,10000,9.58,2758.11,337.158,-0.298353,3.31759
26679.1,9665.36,30410,10000,9.59,2758.11,337.191,-0.292304,3.25025
26706.7,9668.73,30400,10000,9.6,2758.11,337.223,-0.286317,3.1836
26734.2,9672.1,30390,10000,9.61,2758.1,337.254,-0.280392,3.11765
26761.8,9675.48,30380,10000,9.62,2758.1,337.284,-0.274528,3.05238
26789.4,9678.85,30370,10000,9.63,2758.1,337.314,-0.268726,2.9878
26817,9682.22,30360,10000,9.64,2758.09,337.343,-0.262985,2.92392
26844.6,9685.6,30350,10000,9.65,2758.09,337.372,-0.257307,2.86072
26872.1,9688.97,30340,10000,9.66,2758.09,337.4,-0.25169,2.79821
26899.7,9692.35,30330,10000,9.67,2758.09,337.427,-0.246135,2.7364
26927.3,9695.72,30320,10000,9.68,2758.08,337.454,-0.240642,2.67528
26954.9,9699.09,30310,10000,9.69,2758.08,337.48,-0.23521,2.61484
26982.5,9702.47,30300,10000,9.7,2758.08,337.506,-0.229841,2.5551
27010,9705.85,30290,10000,9.71,2758.08,337.531,-0.224533,2.49605
27037.6,9709.22,30280,10000,9.72,2758.08,337.555,-0.219287,2.43769
27065.2,9712.6,30270,10000,9.73,2758.07,337.579,-0.214103,2.38001
27092.8,9715.97,30260,10000,9.74,2758.07,337.602,-0.20898,2.32303
27120.4,9719.35,30250,10000,9.75,2758.07,337.625,-0.20392,2.26674
27148,9722.73,30240,10000,9.76,2758.07,337.647,-0.198921,2.21115
27175.5,9726.1,30230,10000,9.77,2758.07,337.668,-0.193985,2.15624
27203.1,9729.48,30220,10000,9.78,2758.06,337.689,-0.18911,2.10202
27230.7,9732.86,30210,10000,9.79,2758.06,337.71,-0.184297,2.04849
27258.3,9736.23,30200,10000,9.8,2758.06,337.73,-0.179546,1.99565
27285.9,9739.61,30190,10000,9.81,2758.06,337.749,-0.174857,1.94351
27313.4,9742.99,30180,10000,9.82,2758.06,337.768,-0.17023,1.89205
27341,9746.37,30170,10000,9.83,2758.05,337.787,-0.165665,1.84129
27368.6,9749.74,30160,10000,9.84,2758.05,337.805,-0.161162,1.79121
27396.2,9753.12,30150,10000,9.85,2758.05,337.822,-0.15672,1.74183
27423.8,9756.5,30140,10000,9.86,2758.05,337.839,-0.152341,1.69313
27451.3,9759.88,30130,10000,9.87,2758.05,337.855,-0.148024,1.64513
27478.9,9763.26,30120,10000,9.88,2758.05,337.871,-0.143768,1.59782
27506.5,9766.64,30110,10000,9.89,2758.05,337.887,-0.139575,1.5512
27534.1,9770.02,30100,10000,9.9,2758.04,337.902,-0.135444,1.50526
27561.7,9773.4,30090,10000,9.91,2758.04,337.917,-0.131374,1.46002
27589.2,9776.77,30080,10000,9.92,2758.04,337.931,-0.127367,1.41547
27616.8,9780.15,30070,10000,9.93,2758.04,337.944,-0.123422,1.37161
27644.4,9783.53,30060,10000,9.94,2758.04,337.958,-0.119538,1.32844
27672,9786.91,30050,10000,9.95,2758.04,337.971,-0.115717,1.28597
27699.6,9790.29,30040,10000,9.96,2758.04,337.983,-0.111958,1.24418
27727.1,9793.67,30030,10000,9.97,2758.04,337.995,-0.108261,1.20308
27754.7,9797.05,30020,10000,9.98,2758.03,338.007,-0.104625,1.16267
27782.3,9800.43,30010,10000,9.99,2758.03,338.018,-0.101052,1.12296
27809.9,9803.81,30000,10000,10,2758.03,338.029,-0.0975412,1.08393
27837.5,9807.19,29990,10000,10.01,2758.03,338.039,-0.0940922,1.0456
27865,9810.57,29980,10000,10.02,2758.03,338.049,-0.0907052,1.00795
27892.6,9813.95,29970,10000,10.03,2758.03,338.059,-0.0873804,0.970997
27920.2,9817.34,29960,10000,10.04,2758.03,338.068,-0.0841176,0.934734
27947.8,9820.72,29950,10000,10.05,2758.03,338.077,-0.0809168,0.899161
27975.4,9824.1,29940,10000,10.06,2758.03,338.086,-0.0777782,0.864278
28002.9,9827.48,29930,10000,10.07,2758.03,338.094,-0.0747016,0.830086
28030.5,9830.86,29920,10000,10.08,2758.03,338.102,-0.0716872,0.796585
28058.1,9834.24,29910,10000,10.09,2758.03,338.11,-0.0687348,0.763774
28085.7,9837.62,29900,10000,10.1,2758.02,338.117,-0.0658445,0.731653
28113.3,9841,29890,10000,10.11,2758.02,338.124,-0.0630163,0.700223
28140.8,9844.38,29880,10000,10.12,2758.02,338.131,-0.0602502,0.669484
28168.4,9847.77,29870,10000,10.13,2758.02,338.137,-0.0575462,0.639435
28196,9851.15,29860,10000,10.14,2758.02,338.143,-0.0549044,0.610077
28223.6,9854.53,29850,10000,10.15,2758.02,338.149,-0.0523246,0.581409
28251.2,9857.91,29840,10000,10.16,2758.02,338.155,-0.049807,0.553432
28278.7,9861.29,29830,10000,10.17,2758.02,338.16,-0.0473514,0.526145
28306.3,9864.67,29820,10000,10.18,2758.02,338.165,-0.044958,0.499549
28333.9,9868.05,29810,10000,10.19,2758.02,338.17,-0.0426267,0.473643
28361.5,9871.44,29800,10000,10.2,2758.02,338.174,-0.0403575,0.448427
28389.1,9874.82,29790,10000,10.21,2758.02,338.178,-0.0381505,0.423903
28416.6,9878.2,29780,10000,10.22,2758.02,338.182,-0.0360055,0.400068
28444.2,9881.58,29770,10000,10.23,2758.02,338.186,-0.0339227,0.376925
28471.8,9884.96,29760,10000,10.24,2758.02,338.19,-0.031902,0.354471
28499.4,9888.35,29750,10000,10.25,2758.02,338.193,-0.0299434,0.332708
28527,9891.73,29740,10000,10.26,2758.02,338.196,-0.028047,0.311636
28554.5,9895.11,29730,10000,10.27,2758.02,338.199,-0.0262127,0.291254
28582.1,9898.49,29720,10000,10.28,2758.02,338.202,-0.0244405,0.271562
28609.7,9901.87,29710,10000,10.29,2758.02,338.204,-0.0227305,0.252561
28637.3,9905.26,29700,10000,10.3,2758.02,338.207,-0.0210825,0.23425
28664.9,9908.64,29690,10000,10.31,2758.02,338.209,-0.0194967,0.21663
28692.5,9912.02,29680,10000,10.32,2758.02,338.211,-0.0179731,0.1997
28720,9915.4,29670,10000,10.33,2758.02,338.213,-0.0165115,0.18346
28720.6,9915.47,29669.8,10000,10.3302,2758.02,338.202,4.86673,-54.6382
28721.1,9915.54,29669.6,10000,10.3304,2758.02,338.191,4.85897,-54.5516
28721.7,9915.61,29669.4,10000,10.3306,2758.02,338.18,4.85122,-54.465
28722.2,9915.67,29669.2,10000,10.3308,2758.02,338.169,4.84347,-54.3785
28722.8,9915.74,29669,10000,10.331,2758.02,338.158,4.83573,-54.292
28723.3,9915.81,29668.8,10000,10.3312,2758.02,338.147,4.828,-54.2057
28723.9,9915.88,29668.6,10000,10.3314,2758.02,338.137,4.82027,-54.1193
28724.4,9915.94,29668.4,10000,10.3316,2758.02,338.126,4.81255,-54.0331
28725,9916.01,29668.2,10000,10.3318,2758.02,338.115,4.80484,-53.9469
28725.5,9916.08,29668,10000,10.332,2758.03,338.104,4.79713,-53.8608
28726.1,9916.15,29667.8,10000,10.3322,2758.03,338.093,4.78943,-53.7748
28726.7,9916.21,29667.6,10000,10.3324,2758.03,338.083,4.78173,-53.6888
28727.2,9916.28,29667.4,10000,10.3326,2758.03,338.072,4.77405,-53.6029
28727.8,9916.35,29667.2,10000,10.3328,2758.03,338.061,4.76636,-53.5171
28728.3,9916.42,29667,10000,10.333,2758.03,338.051,4.75869,-53.4314
