RM1,RM2,RT1,RT2,T,VM1,VM2,AM1,AM2
9712.65,8319.53,36540,10000,3.46,2789.43,-73.5126,-10.9257,174.678
9740.55,8318.82,36530,10000,3.47,2789.32,-71.7707,-10.9149,174.183
9768.44,8318.12,36520,10000,3.48,2789.21,-70.0339,-10.904,173.689
9796.33,8317.43,36510,10000,3.49,2789.1,-68.3019,-10.8929,173.195
9824.22,8316.77,36500,10000,3.5,2788.99,-66.5749,-10.8818,172.702
9852.11,8316.12,36490,10000,3.51,2788.89,-64.8528,-10.8705,172.21
9880,8315.49,36480,10000,3.52,2788.78,-63.1356,-10.8591,171.719
9907.88,8314.87,36470,10000,3.53,2788.67,-61.4233,-10.8475,171.228
9935.77,8314.28,36460,10000,3.54,2788.56,-59.7159,-10.8359,170.738
9963.65,8313.7,36450,10000,3.55,2788.45,-58.0135,-10.8241,170.249
9991.54,8313.13,36440,10000,3.56,2788.34,-56.3159,-10.8122,169.76
10019.4,8312.59,36430,10000,3.57,2788.24,-54.6231,-10.8002,169.272
10047.3,8312.06,36420,10000,3.58,2788.13,-52.9353,-10.788,168.785
10075.2,8311.54,36410,10000,3.59,2788.02,-51.2523,-10.7758,168.299
10103.1,8311.05,36400,10000,3.6,2787.91,-49.5742,-10.7634,167.813
10130.9,8310.57,36390,10000,3.61,2787.8,-47.9009,-10.7509,167.328
10158.8,8310.11,36380,10000,3.62,2787.7,-46.2324,-10.7383,166.844
10186.7,8309.66,36370,10000,3.63,2787.59,-44.5688,-10.7256,166.361
10214.6,8309.23,36360,10000,3.64,2787.48,-42.91,-10.7128,165.878
10242.4,8308.82,36350,10000,3.65,2787.38,-41.2561,-10.6999,165.396
10270.3,8308.42,36340,10000,3.66,2787.27,-39.6069,-10.6868,164.915
10298.2,8308.04,36330,10000,3.67,2787.16,-37.9626,-10.6737,164.434
10326.1,8307.68,36320,10000,3.68,2787.06,-36.3231,-10.6604,163.954
10353.9,8307.33,36310,10000,3.69,2786.95,-34.6883,-10.647,163.475
10381.8,8307,36300,10000,3.7,2786.84,-33.0583,-10.6336,162.997
10409.7,8306.69,36290,10000,3.71,2786.74,-31.4332,-10.62,162.519
10437.5,8306.39,36280,10000,3.72,2786.63,-29.8127,-10.6063,162.042
10465.4,8306.11,36270,10000,3.73,2786.52,-28.1971,-10.5925,161.566
10493.3,8305.84,36260,10000,3.74,2786.42,-26.5862,-10.5786,161.09
10521.1,8305.59,36250,10000,3.75,2786.31,-24.98,-10.5645,160.616
10549,8305.36,36240,10000,3.76,2786.21,-23.3786,-10.5504,160.142
10576.8,8305.14,36230,10000,3.77,2786.1,-21.7819,-10.5362,159.668
10604.7,8304.94,36220,10000,3.78,2786,-20.19,-10.5219,159.196
10632.6,8304.75,36210,10000,3.79,2785.89,-18.6027,-10.5074,158.724
10660.4,8304.58,36200,10000,3.8,2785.79,-17.0202,-10.4929,158.253
10688.3,8304.43,36190,10000,3.81,2785.68,-15.4424,-10.4783,157.782
10716.1,8304.29,36180,10000,3.82,2785.58,-13.8692,-10.4636,157.312
10744,8304.17,36170,10000,3.83,2785.47,-12.3008,-10.4487,156.843
10771.8,8304.06,36160,10000,3.84,2785.37,-10.7371,-10.4338,156.375
10799.7,8303.97,36150,10000,3.85,2785.26,-9.17799,-10.4188,155.908
10827.5,8303.89,36140,10000,3.86,2785.16,-7.62358,-10.4037,155.441
10855.4,8303.83,36130,10000,3.87,2785.06,-6.07383,-10.3885,154.975
10883.2,8303.79,36120,10000,3.88,2784.95,-4.52874,-10.3732,154.509
10911.1,8303.76,36110,10000,3.89,2784.85,-2.9883,-10.3577,154.044
10938.9,8303.74,36100,10000,3.9,2784.75,-1.45249,-10.3422,153.58
10966.8,8303.74,36090,10000,3.91,2784.64,0.0786799,-10.3267,153.117
10994.6,8303.76,36080,10000,3.92,2784.54,1.60523,-10.311,152.655
11022.5,8303.79,36070,10000,3.93,2784.44,3.12716,-10.2952,152.193
11050.3,8303.84,36060,10000,3.94,2784.33,4.64447,-10.2793,151.732
11078.2,8303.9,36050,10000,3.95,2784.23,6.15719,-10.2634,151.271
11106,8303.97,36040,10000,3.96,2784.13,7.66531,-10.2473,150.812
11133.8,8304.07,36030,10000,3.97,2784.03,9.16883,-10.2312,150.353
11161.7,8304.17,36020,10000,3.98,2783.92,10.6678,-10.215,149.895
11189.5,8304.29,36010,10000,3.99,2783.82,12.1622,-10.1987,149.437
11217.4,8304.43,36000,10000,4,2783.72,13.652,-10.1823,148.98
11245.2,8304.58,35990,10000,4.01,2783.62,15.1372,-10.1658,148.524
11273,8304.75,35980,10000,4.02,2783.52,16.6179,-10.1492,148.069
11300.9,8304.93,35970,10000,4.03,2783.42,18.094,-10.1325,147.614
11328.7,8305.13,35960,10000,4.04,2783.32,19.5656,-10.1158,147.16
11356.5,8305.34,35950,10000,4.05,2783.21,21.0327,-10.099,146.707
11384.4,8305.56,35940,10000,4.06,2783.11,22.4952,-10.0821,146.255
11412.2,8305.8,35930,10000,4.07,2783.01,23.9533,-10.0651,145.803
11440,8306.05,35920,10000,4.08,2782.91,25.4068,-10.048,145.352
11467.8,8306.32,35910,10000,4.09,2782.81,26.8558,-10.0309,144.901
11495.7,8306.61,35900,10000,4.1,2782.71,28.3003,-10.0136,144.452
11523.5,8306.9,35890,10000,4.11,2782.61,29.7404,-9.99633,144.003
11551.3,8307.21,35880,10000,4.12,2782.51,31.1759,-9.97894,143.555
11579.1,8307.54,35870,10000,4.13,2782.41,32.607,-9.96147,143.107
11607,8307.88,35860,10000,4.14,2782.31,34.0336,-9.94393,142.66
11634.8,8308.24,35850,10000,4.15,2782.21,35.4557,-9.9263,142.214
11662.6,8308.6,35840,10000,4.16,2782.11,36.8734,-9.90861,141.769
11690.4,8308.99,35830,10000,4.17,2782.02,38.2867,-9.89083,141.324
11718.3,8309.38,35820,10000,4.18,2781.92,39.6955,-9.87298,140.881
11746.1,8309.8,35810,10000,4.19,2781.82,41.0998,-9.85506,140.437
11773.9,8310.22,35800,10000,4.2,2781.72,42.4998,-9.83706,139.995
11801.7,8310.66,35790,10000,4.21,2781.62,43.8953,-9.81899,139.553
11829.5,8311.11,35780,10000,4.22,2781.52,45.2864,-9.80085,139.112
11857.3,8311.58,35770,10000,4.23,2781.43,46.6732,-9.78263,138.672
11885.1,8312.06,35760,10000,4.24,2781.33,48.0555,-9.76435,138.232
11913,8312.55,35750,10000,4.25,2781.23,49.4334,-9.74599,137.793
11940.8,8313.06,35740,10000,4.26,2781.13,50.807,-9.72756,137.355
11968.6,8313.58,35730,10000,4.27,2781.04,52.1761,-9.70907,136.917
11996.4,8314.12,35720,10000,4.28,2780.94,53.5409,-9.69051,136.481
12024.2,8314.67,35710,10000,4.29,2780.84,54.9014,-9.67187,136.045
12052,8315.23,35700,10000,4.3,2780.75,56.2575,-9.65317,135.609
12079.8,8315.81,35690,10000,4.31,2780.65,57.6092,-9.63441,135.175
12107.6,8316.4,35680,10000,4.32,2780.55,58.9566,-9.61557,134.741
12135.4,8317,35670,10000,4.33,2780.46,60.2997,-9.59668,134.307
12163.2,8317.62,35660,10000,4.34,2780.36,61.6384,-9.57771,133.875
12191,8318.25,35650,10000,4.35,2780.27,62.9729,-9.55869,133.443
12218.8,8318.89,35640,10000,4.36,2780.17,64.303,-9.53959,133.012
12246.6,8319.54,35630,10000,4.37,2780.08,65.6288,-9.52044,132.582
12274.4,8320.21,35620,10000,4.38,2779.98,66.9503,-9.50122,132.152
12302.2,8320.9,35610,10000,4.39,2779.89,68.2676,-9.48195,131.723
12330,8321.59,35600,10000,4.4,2779.79,69.5805,-9.46261,131.295
12357.8,8322.3,35590,10000,4.41,2779.7,70.8892,-9.4432,130.867
12385.6,8323.02,35580,10000,4.42,2779.6,72.1936,-9.42374,130.44
12413.4,8323.76,35570,10000,4.43,2779.51,73.4937,-9.40422,130.014
12441.2,8324.51,35560,10000,4.44,2779.41,74.7896,-9.38464,129.589
12469,8325.27,35550,10000,4.45,2779.32,76.0813,-9.36501,129.164
12496.8,8326.04,35540,10000,4.46,2779.23,77.3687,-9.34531,128.74
12524.6,8326.83,35530,10000,4.47,2779.13,78.6518,-9.32556,128.317
12552.4,8327.63,35520,10000,4.48,2779.04,79.9308,-9.30575,127.894
12580.2,8328.44,35510,10000,4.49,2778.95,81.2055,-9.28589,127.473
12608,8329.26,35500,10000,4.5,2778.86,82.476,-9.26597,127.051
12635.7,8330.1,35490,10000,4.51,2778.76,83.7423,-9.24599,126.631
12663.5,8330.95,35480,10000,4.52,2778.67,85.0045,-9.22596,126.211
12691.3,8331.81,35470,10000,4.53,2778.58,86.2624,-9.20588,125.792
12719.1,8332.69,35460,10000,4.54,2778.49,87.5161,-9.18574,125.374
12746.9,8333.58,35450,10000,4.55,2778.4,88.7657,-9.16555,124.956
12774.7,8334.48,35440,10000,4.56,2778.3,90.0111,-9.14531,124.54
12802.5,8335.39,35430,10000,4.57,2778.21,91.2523,-9.12502,124.123
12830.2,8336.31,35420,10000,4.58,2778.12,92.4894,-9.10468,123.708
12858,8337.25,35410,10000,4.59,2778.03,93.7223,-9.08429,123.293
12885.8,8338.2,35400,10000,4.6,2777.94,94.9511,-9.06384,122.879
12913.6,8339.16,35390,10000,4.61,2777.85,96.1758,-9.04335,122.466
12941.3,8340.14,35380,10000,4.62,2777.76,97.3963,-9.02281,122.053
12969.1,8341.12,35370,10000,4.63,2777.67,98.6127,-9.00222,121.641
12996.9,8342.12,35360,10000,4.64,2777.58,99.825,-8.98159,121.23
13024.7,8343.13,35350,10000,4.65,2777.49,101.033,-8.96091,120.819
13052.5,8344.15,35340,10000,4.66,2777.4,102.237,-8.94018,120.41
13080.2,8345.19,35330,10000,4.67,2777.31,103.437,-8.9194,120
13108,8346.23,35320,10000,4.68,2777.22,104.633,-8.89858,119.592
13135.8,8347.29,35310,10000,4.69,2777.13,105.825,-8.87772,119.184
13163.5,8348.36,35300,10000,4.7,2777.05,107.013,-8.85681,118.777
13191.3,8349.44,35290,10000,4.71,2776.96,108.197,-8.83586,118.371
13219.1,8350.54,35280,10000,4.72,2776.87,109.376,-8.81486,117.966
13246.8,8351.64,35270,10000,4.73,2776.78,110.552,-8.79382,117.561
13274.6,8352.76,35260,10000,4.74,2776.69,111.723,-8.77274,117.157
13302.4,8353.89,35250,10000,4.75,2776.61,112.891,-8.75162,116.753
13330.1,8355.03,35240,10000,4.76,2776.52,114.054,-8.73046,116.35
13357.9,8356.18,35230,10000,4.77,2776.43,115.214,-8.70926,115.948
13385.7,8357.35,35220,10000,4.78,2776.34,116.369,-8.68802,115.547
13413.4,8358.52,35210,10000,4.79,2776.26,117.521,-8.66673,115.146
13441.2,8359.71,35200,10000,4.8,2776.17,118.668,-8.64541,114.746
13469,8360.91,35190,10000,4.81,2776.09,119.812,-8.62406,114.347
13496.7,8362.12,35180,10000,4.82,2776,120.951,-8.60266,113.949
13524.5,8363.34,35170,10000,4.83,2775.91,122.087,-8.58122,113.551
13552.2,8364.57,35160,10000,4.84,2775.83,123.218,-8.55975,113.154
13580,8365.81,35150,10000,4.85,2775.74,124.346,-8.53825,112.757
13607.7,8367.07,35140,10000,4.86,2775.66,125.47,-8.51671,112.362
13635.5,8368.33,35130,10000,4.87,2775.57,126.589,-8.49513,111.967
13663.3,8369.61,35120,10000,4.88,2775.49,127.705,-8.47352,111.573
13691,8370.9,35110,10000,4.89,2775.4,128.817,-8.45187,111.179
13718.8,8372.2,35100,10000,4.9,2775.32,129.925,-8.43019,110.786
13746.5,8373.51,35090,10000,4.91,2775.23,131.028,-8.40848,110.394
13774.3,8374.83,35080,10000,4.92,2775.15,132.129,-8.38673,110.002
13802,8376.16,35070,10000,4.93,2775.07,133.225,-8.36495,109.612
13829.8,8377.5,35060,10000,4.94,2774.98,134.317,-8.34314,109.222
13857.5,8378.86,35050,10000,4.95,2774.9,135.405,-8.3213,108.832
13885.3,8380.22,35040,10000,4.96,2774.82,136.49,-8.29943,108.444
13913,8381.6,35030,10000,4.97,2774.73,137.57,-8.27753,108.056
13940.8,8382.99,35020,10000,4.98,2774.65,138.647,-8.2556,107.669
13968.5,8384.38,35010,10000,4.99,2774.57,139.72,-8.23364,107.282
13996.3,8385.79,35000,10000,5,2774.49,140.789,-8.21165,106.896
14024,8387.21,34990,10000,5.01,2774.41,141.854,-8.18963,106.511
14051.7,8388.64,34980,10000,5.02,2774.32,142.915,-8.16759,106.127
14079.5,8390.08,34970,10000,5.03,2774.24,143.972,-8.14552,105.743
14107.2,8391.53,34960,10000,5.04,2774.16,145.026,-8.12342,105.36
14135,8392.99,34950,10000,5.05,2774.08,146.076,-8.10129,104.978
14162.7,8394.46,34940,10000,5.06,2774,147.122,-8.07914,104.596
14190.4,8395.94,34930,10000,5.07,2773.92,148.164,-8.05697,104.215
14218.2,8397.43,34920,10000,5.08,2773.84,149.202,-8.03477,103.835
14245.9,8398.94,34910,10000,5.09,2773.76,150.237,-8.01254,103.455
14273.7,8400.45,34900,10000,5.1,2773.68,151.268,-7.99029,103.077
14301.4,8401.97,34890,10000,5.11,2773.6,152.295,-7.96802,102.698
14329.1,8403.5,34880,10000,5.12,2773.52,153.318,-7.94572,102.321
14356.9,8405.05,34870,10000,5.13,2773.44,154.337,-7.92341,101.944
14384.6,8406.6,34860,10000,5.14,2773.36,155.353,-7.90107,101.568
14412.3,8408.17,34850,10000,5.15,2773.28,156.365,-7.87871,101.193
14440.1,8409.74,34840,10000,5.16,2773.2,157.373,-7.85632,100.819
14467.8,8411.32,34830,10000,5.17,2773.13,158.377,-7.83392,100.445
14495.5,8412.92,34820,10000,5.18,2773.05,159.378,-7.8115,100.071
14523.2,8414.52,34810,10000,5.19,2772.97,160.375,-7.78906,99.699
14551,8416.13,34800,10000,5.2,2772.89,161.368,-7.76659,99.3272
14578.7,8417.76,34790,10000,5.21,2772.81,162.358,-7.74411,98.9562
14606.4,8419.39,34780,10000,5.22,2772.74,163.344,-7.72161,98.5858
14634.2,8421.03,34770,10000,5.23,2772.66,164.326,-7.6991,98.2161
14661.9,8422.69,34760,10000,5.24,2772.58,165.304,-7.67656,97.8472
14689.6,8424.35,34750,10000,5.25,2772.51,166.279,-7.65401,97.4789
14717.3,8426.02,34740,10000,5.26,2772.43,167.25,-7.63144,97.1113
14745.1,8427.7,34730,10000,5.27,2772.35,168.218,-7.60886,96.7445
14772.8,8429.4,34720,10000,5.28,2772.28,169.182,-7.58626,96.3783
14800.5,8431.1,34710,10000,5.29,2772.2,170.142,-7.56365,96.0128
14828.2,8432.81,34700,10000,5.3,2772.13,171.098,-7.54102,95.6481
14855.9,8434.53,34690,10000,5.31,2772.05,172.051,-7.51837,95.284
14883.7,8436.26,34680,10000,5.32,2771.98,173,-7.49572,94.9207
14911.4,8438,34670,10000,5.33,2771.9,173.946,-7.47305,94.558
14939.1,8439.75,34660,10000,5.34,2771.83,174.888,-7.45036,94.1961
14966.8,8441.51,34650,10000,5.35,2771.75,175.826,-7.42766,93.8348
14994.5,8443.27,34640,10000,5.36,2771.68,176.761,-7.40496,93.4742
15022.3,8445.05,34630,10000,5.37,2771.61,177.692,-7.38223,93.1144
15050,8446.84,34620,10000,5.38,2771.53,178.62,-7.3595,92.7552
15077.7,8448.63,34610,10000,5.39,2771.46,179.544,-7.33676,92.3968
15105.4,8450.44,34600,10000,5.4,2771.39,180.464,-7.31401,92.039
15133.1,8452.25,34590,10000,5.41,2771.31,181.381,-7.29124,91.682
15160.8,8454.07,34580,10000,5.42,2771.24,182.294,-7.26847,91.3256
15188.5,8455.91,34570,10000,5.43,2771.17,183.204,-7.24569,90.97
15216.2,8457.75,34560,10000,5.44,2771.1,184.11,-7.2229,90.615
15244,8459.6,34550,10000,5.45,2771.02,185.013,-7.2001,90.2608
15271.7,8461.46,34540,10000,5.46,2770.95,185.912,-7.17729,89.9072
15299.4,8463.32,34530,10000,5.47,2770.88,186.807,-7.15448,89.5543
15327.1,8465.2,34520,10000,5.48,2770.81,187.699,-7.13165,89.2022
15354.8,8467.09,34510,10000,5.49,2770.74,188.588,-7.10882,88.8507
15382.5,8468.98,34500,10000,5.5,2770.67,189.473,-7.08599,88.5
15410.2,8470.89,34490,10000,5.51,2770.6,190.354,-7.06315,88.1499
15437.9,8472.8,34480,10000,5.52,2770.53,191.232,-7.0403,87.8006
15465.6,8474.72,34470,10000,5.53,2770.46,192.107,-7.01745,87.4519
15493.3,8476.65,34460,10000,5.54,2770.39,192.978,-6.99459,87.104
15521,8478.59,34450,10000,5.55,2770.32,193.845,-6.97173,86.7567
15548.7,8480.53,34440,10000,5.56,2770.25,194.709,-6.94887,86.4101
15576.4,8482.49,34430,10000,5.57,2770.18,195.57,-6.926,86.0643
15604.1,8484.45,34420,10000,5.58,2770.11,196.427,-6.90313,85.7191
15631.8,8486.43,34410,10000,5.59,2770.04,197.281,-6.88025,85.3746
15659.5,8488.41,34400,10000,5.6,2769.97,198.131,-6.85738,85.0309
15687.2,8490.4,34390,10000,5.61,2769.9,198.978,-6.8345,84.6878
15714.9,8492.4,34380,10000,5.62,2769.83,199.822,-6.81162,84.3455
15742.6,8494.4,34370,10000,5.63,2769.77,200.662,-6.78874,84.0038
15770.3,8496.42,34360,10000,5.64,2769.7,201.498,-6.76585,83.6628
15798,8498.44,34350,10000,5.65,2769.63,202.331,-6.74297,83.3225
15825.7,8500.47,34340,10000,5.66,2769.56,203.161,-6.72009,82.983
15853.4,8502.51,34330,10000,5.67,2769.5,203.988,-6.69721,82.6441
15881.1,8504.56,34320,10000,5.68,2769.43,204.811,-6.67433,82.3059
15908.8,8506.62,34310,10000,5.69,2769.36,205.631,-6.65144,81.9684
15936.5,8508.68,34300,10000,5.7,2769.3,206.447,-6.62857,81.6317
15964.2,8510.75,34290,10000,5.71,2769.23,207.26,-6.60569,81.2956
15991.9,8512.83,34280,10000,5.72,2769.17,208.069,-6.58281,80.9602
16019.6,8514.92,34270,10000,5.73,2769.1,208.876,-6.55994,80.6255
16047.2,8517.02,34260,10000,5.74,2769.03,209.679,-6.53707,80.2915
16074.9,8519.13,34250,10000,5.75,2768.97,210.478,-6.5142,79.9582
16102.6,8521.24,34240,10000,5.76,2768.9,211.274,-6.49134,79.6256
16130.3,8523.36,34230,10000,5.77,2768.84,212.067,-6.46848,79.2938
16158,8525.49,34220,10000,5.78,2768.78,212.857,-6.44563,78.9626
16185.7,8527.62,34210,10000,5.79,2768.71,213.643,-6.42278,78.6321
16213.4,8529.77,34200,10000,5.8,2768.65,214.426,-6.39994,78.3023
16241.1,8531.92,34190,10000,5.81,2768.58,215.206,-6.3771,77.9732
16268.7,8534.08,34180,10000,5.82,2768.52,215.982,-6.35426,77.6448
16296.4,8536.25,34170,10000,5.83,2768.46,216.756,-6.33144,77.317
16324.1,8538.42,34160,10000,5.84,2768.39,217.526,-6.30862,76.99
16351.8,8540.61,34150,10000,5.85,2768.33,218.292,-6.2858,76.6637
16379.5,8542.8,34140,10000,5.86,2768.27,219.056,-6.263,76.3381
16407.2,8544.99,34130,10000,5.87,2768.21,219.816,-6.2402,76.0132
16434.8,8547.2,34120,10000,5.88,2768.14,220.573,-6.21741,75.689
16462.5,8549.41,34110,10000,5.89,2768.08,221.326,-6.19462,75.3654
16490.2,8551.63,34100,10000,5.9,2768.02,222.077,-6.17185,75.0426
16517.9,8553.86,34090,10000,5.91,2767.96,222.824,-6.14908,74.7205
16545.6,8556.1,34080,10000,5.92,2767.9,223.568,-6.12633,74.3991
16573.2,8558.34,34070,10000,5.93,2767.84,224.309,-6.10358,74.0783
16600.9,8560.59,34060,10000,5.94,2767.78,225.046,-6.08085,73.7583
16628.6,8562.85,34050,10000,5.95,2767.71,225.781,-6.05812,73.4389
16656.3,8565.11,34040,10000,5.96,2767.65,226.512,-6.03541,73.1203
16684,8567.39,34030,10000,5.97,2767.59,227.24,-6.0127,72.8023
16711.6,8569.67,34020,10000,5.98,2767.53,227.965,-5.99001,72.4851
16739.3,8571.95,34010,10000,5.99,2767.47,228.686,-5.96733,72.1685
16767,8574.25,34000,10000,6,2767.42,229.405,-5.94466,71.8527
16794.7,8576.55,33990,10000,6.01,2767.36,230.12,-5.922,71.5375
16822.3,8578.86,33980,10000,6.02,2767.3,230.833,-5.89936,71.223
16850,8581.17,33970,10000,6.03,2767.24,231.542,-5.87673,70.9093
16877.7,8583.49,33960,10000,6.04,2767.18,232.248,-5.85411,70.5962
16905.3,8585.82,33950,10000,6.05,2767.12,232.95,-5.83151,70.2838
16933,8588.16,33940,10000,6.06,2767.06,233.65,-5.80892,69.9721
16960.7,8590.5,33930,10000,6.07,2767.01,234.347,-5.78634,69.6612
16988.3,8592.85,33920,10000,6.08,2766.95,235.04,-5.76378,69.3509
17016,8595.21,33910,10000,6.09,2766.89,235.731,-5.74123,69.0413
17043.7,8597.58,33900,10000,6.1,2766.83,236.418,-5.7187,68.7324
17071.4,8599.95,33890,10000,6.11,2766.78,237.102,-5.69618,68.4242
17099,8602.32,33880,10000,6.12,2766.72,237.783,-5.67368,68.1167
17126.7,8604.71,33870,10000,6.13,2766.66,238.461,-5.6512,67.8099
17154.4,8607.1,33860,10000,6.14,2766.61,239.137,-5.62873,67.5038
17182,8609.5,33850,10000,6.15,2766.55,239.809,-5.60628,67.1983
17209.7,8611.9,33840,10000,6.16,2766.49,240.477,-5.58385,66.8936
17237.3,8614.32,33830,10000,6.17,2766.44,241.143,-5.56143,66.5896
17265,8616.73,33820,10000,6.18,2766.38,241.806,-5.53903,66.2863
17292.7,8619.16,33810,10000,6.19,2766.33,242.466,-5.51665,65.9836
17320.3,8621.59,33800,10000,6.2,2766.27,243.123,-5.49429,65.6817
17348,8624.03,33790,10000,6.21,2766.22,243.777,-5.47195,65.3805
17375.7,8626.47,33780,10000,6.22,2766.16,244.427,-5.44962,65.0799
17403.3,8628.92,33770,10000,6.23,2766.11,245.075,-5.42732,64.7801
17431,8631.38,33760,10000,6.24,2766.06,245.72,-5.40503,64.4809
17458.6,8633.84,33750,10000,6.25,2766,246.362,-5.38277,64.1824
17486.3,8636.31,33740,10000,6.26,2765.95,247.001,-5.36052,63.8847
17514,8638.79,33730,10000,6.27,2765.9,247.637,-5.33829,63.5876
17541.6,8641.27,33720,10000,6.28,2765.84,248.27,-5.31609,63.2912
17569.3,8643.76,33710,10000,6.29,2765.79,248.899,-5.2939,62.9956
17596.9,8646.26,33700,10000,6.3,2765.74,249.526,-5.27174,62.7006
17624.6,8648.76,33690,10000,6.31,2765.68,250.151,-5.2496,62.4063
17652.2,8651.27,33680,10000,6.32,2765.63,250.772,-5.22748,62.1127
17679.9,8653.78,33670,10000,6.33,2765.58,251.39,-5.20538,61.8198
17707.6,8656.3,33660,10000,6.34,2765.53,252.005,-5.18331,61.5276
17735.2,8658.83,33650,10000,6.35,2765.48,252.618,-5.16125,61.2361
17762.9,8661.36,33640,10000,6.36,2765.43,253.227,-5.13922,60.9453
17790.5,8663.9,33630,10000,6.37,2765.37,253.834,-5.11722,60.6552
17818.2,8666.44,33620,10000,6.38,2765.32,254.437,-5.09523,60.3657
17845.8,8668.99,33610,10000,6.39,2765.27,255.038,-5.07327,60.077
17873.5,8671.55,33600,10000,6.4,2765.22,255.636,-5.05134,59.789
17901.1,8674.11,33590,10000,6.41,2765.17,256.231,-5.02943,59.5016
17928.8,8676.68,33580,10000,6.42,2765.12,256.823,-5.00754,59.215
17956.4,8679.25,33570,10000,6.43,2765.07,257.412,-4.98568,58.929
17984.1,8681.83,33560,10000,6.44,2765.02,257.999,-4.96384,58.6438
18011.7,8684.42,33550,10000,6.45,2764.97,258.582,-4.94203,58.3592
18039.4,8687.01,33540,10000,6.46,2764.92,259.163,-4.92025,58.0754
18067,8689.61,33530,10000,6.47,2764.87,259.741,-4.89849,57.7922
18094.7,8692.21,33520,10000,6.48,2764.83,260.316,-4.87676,57.5097
18122.3,8694.82,33510,10000,6.49,2764.78,260.888,-4.85505,57.2279
18150,8697.43,33500,10000,6.5,2764.73,261.458,-4.83337,56.9468
18177.6,8700.05,33490,10000,6.51,2764.68,262.025,-4.81172,56.6665
18205.3,8702.68,33480,10000,6.52,2764.63,262.588,-4.79009,56.3868
18232.9,8705.31,33470,10000,6.53,2764.58,263.149,-4.76849,56.1078
18260.6,8707.95,33460,10000,6.54,2764.54,263.708,-4.74692,55.8294
18288.2,8710.59,33450,10000,6.55,2764.49,264.263,-4.72538,55.5518
18315.8,8713.24,33440,10000,6.56,2764.44,264.816,-4.70386,55.2749
18343.5,8715.89,33430,10000,6.57,2764.4,265.366,-4.68238,54.9987
18371.1,8718.55,33420,10000,6.58,2764.35,265.913,-4.66092,54.7232
18398.8,8721.22,33410,10000,6.59,2764.3,266.458,-4.63949,54.4483
18426.4,8723.89,33400,10000,6.6,2764.26,266.999,-4.61809,54.1742
18454.1,8726.56,33390,10000,6.61,2764.21,267.538,-4.59673,53.9007
18481.7,8729.24,33380,10000,6.62,2764.17,268.075,-4.57539,53.628
18509.3,8731.93,33370,10000,6.63,2764.12,268.608,-4.55408,53.3559
18537,8734.62,33360,10000,6.64,2764.07,269.139,-4.5328,53.0845
18564.6,8737.32,33350,10000,6.65,2764.03,269.667,-4.51155,52.8139
18592.3,8740.02,33340,10000,6.66,2763.98,270.193,-4.49033,52.5439
18619.9,8742.73,33330,10000,6.67,2763.94,270.715,-4.46914,52.2746
18647.5,8745.44,33320,10000,6.68,2763.9,271.236,-4.44799,52.006
18675.2,8748.16,33310,10000,6.69,2763.85,271.753,-4.42686,51.7381
18702.8,8750.88,33300,10000,6.7,2763.81,272.268,-4.40577,51.4709
18730.5,8753.61,33290,10000,6.71,2763.76,272.78,-4.38471,51.2044
18758.1,8756.34,33280,10000,6.72,2763.72,273.289,-4.36368,50.9386
18785.7,8759.08,33270,10000,6.73,2763.68,273.796,-4.34269,50.6735
18813.4,8761.82,33260,10000,6.74,2763.63,274.3,-4.32172,50.409
18841,8764.57,33250,10000,6.75,2763.59,274.801,-4.30079,50.1453
18868.6,8767.32,33240,10000,6.76,2763.55,275.3,-4.27989,49.8823
18896.3,8770.08,33230,10000,6.77,2763.5,275.796,-4.25903,49.6199
18923.9,8772.84,33220,10000,6.78,2763.46,276.29,-4.2382,49.3583
18951.5,8775.61,33210,10000,6.79,2763.42,276.781,-4.2174,49.0973
18979.2,8778.38,33200,10000,6.8,2763.38,277.269,-4.19664,48.837
19006.8,8781.16,33190,10000,6.81,2763.34,277.755,-4.17591,48.5775
19034.4,8783.94,33180,10000,6.82,2763.29,278.238,-4.15521,48.3186
19062.1,8786.73,33170,10000,6.83,2763.25,278.719,-4.13456,48.0604
19089.7,8789.52,33160,10000,6.84,2763.21,279.197,-4.11393,47.8029
19117.3,8792.32,33150,10000,6.85,2763.17,279.672,-4.09334,47.5461
19145,8795.12,33140,10000,6.86,2763.13,280.145,-4.07279,47.29
19172.6,8797.93,33130,10000,6.87,2763.09,280.616,-4.05227,47.0346
19200.2,8800.74,33120,10000,6.88,2763.05,281.083,-4.03178,46.7799
19227.9,8803.55,33110,10000,6.89,2763.01,281.549,-4.01134,46.5258
19255.5,8806.37,33100,10000,6.9,2762.97,282.011,-3.99093,46.2725
19283.1,8809.2,33090,10000,6.91,2762.93,282.472,-3.97055,46.0199
19310.8,8812.03,33080,10000,6.92,2762.89,282.929,-3.95021,45.7679
19338.4,8814.86,33070,10000,6.93,2762.85,283.384,-3.92991,45.5167
19366,8817.7,33060,10000,6.94,2762.81,283.837,-3.90965,45.2661
19393.6,8820.54,33050,10000,6.95,2762.77,284.287,-3.88942,45.0162
19421.3,8823.39,33040,10000,6.96,2762.73,284.735,-3.86923,44.7671
19448.9,8826.24,33030,10000,6.97,2762.7,285.18,-3.84908,44.5186
19476.5,8829.1,33020,10000,6.98,2762.66,285.623,-3.82896,44.2708
